country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
USA,15609610,210112,296481,3058,9198584,212892031,331859797
India,9756610,26351,141735,337,9244505,149836767,1385975035
Brazil,6675915,54203,179032,848,5901511,25700000,213225942
Russia,2541199,26190,44718,559,2007792,80522238,145962223
France,2309621,14595,56648,296,173247,28023593,65337492
Italy,1757394,12756,61739,499,997895,23504588,60422323
UK,1750241,16578,62566,533,N/A,46344703,68043572
Spain,1715700,4886,47019,186,N/A,24101272,46762812
Argentina,1469919,5303,40222,213,1311488,4145226,45378388
Colombia,1384610,7523,38308,150,1287597,6855035,51121380
Germany,1226109,23873,20704,543,902100,29141172,83902518
Mexico,1193255,11006,110874,800,881050,3053713,129528514
Poland,1088346,12168,21160,568,768241,6547891,37828199
Iran,1072620,10223,51212,295,765639,6523409,84464781
Peru,976621,691,36455,54,912501,5204299,33173225
Turkey,893630,31712,15531,217,447361,20294377,84738106
Ukraine,845343,12585,14204,276,451118,4838979,43616596
South Africa,821889,6709,22574,142,754658,5690263,59636931
Belgium,594572,1957,17507,121,40258,6145774,11611926
Indonesia,592900,6058,18171,171,487445,6168268,274795584
Netherlands,576965,6528,9841,66,N/A,5077285,17151667
Iraq,569873,1735,12501,24,499846,3769232,40615033
Chile,564778,1244,15690,10,539171,5626894,19188492
Czechia,556927,,9136,,489759,3242280,10717784
Romania,532040,7365,12821,161,425816,4325130,19180434
Bangladesh,484104,2159,6930,24,405966,2911664,165411340
Philippines,444164,1387,8677,7,408942,6082553,110220891
Canada,430925,4207,12954,87,347819,12147827,37887917
Pakistan,426142,2963,8547,60,372271,5865944,222763138
Morocco,384088,4096,6427,57,341685,4122663,37102736
Switzerland,363654,5086,5710,117,283000,2952909,8682537
Saudi Arabia,359274,159,6002,13,349624,9990424,35051213
Israel,349024,1986,2934,2,332089,5605071,
Portugal,332073,4097,5192,70,254700,4805677,10183483
Austria,311002,2932,4056,54,265815,3302082,9029094
Sweden,304793,,7296,19,N/A,3457247,10127065
Hungary,259588,3221,6280,160,76270,2187555,9649443
Jordan,250219,3088,3206,44,202058,2755299,10247705
Nepal,244433,1056,1651,14,230537,1805972,29365697
Serbia,241831,7804,2116,54,31536,1958473,8721701
Ecuador,198752,476,13814,20,174188,676955,17760376
Panama,181166,,3241,,155870,999313,4344496
UAE,180150,1313,598,2,161084,17799178,9942882
Georgia,174383,4734,1614,38,145287,1627020,3985763
Bulgaria,168165,3328,5283,127,72078,1041360,6925092
Japan,165840,1911,2420,38,140622,3842524,126304208
Croatia,159372,4520,2367,69,133255,837619,4093976
Azerbaijan,158555,4403,1755,42,96330,1884578,10179423
Belarus,152453,1851,1230,8,129950,3487468,9447943
Dominican Republic,150161,531,2350,3,118008,766071,10895773
Costa Rica,147430,1258,1864,18,107624,419572,5114601
Bolivia,145846,189,9002,5,125230,370846,11742850
Kuwait,144900,304,905,5,140989,1158859,4298239
Armenia,144066,1138,2393,21,120532,535833,2965697
Lebanon,140353,1274,1156,20,94042,1728980,6811831
Qatar,139135,150,240,1,137881,1149684,
Kazakhstan,138382,729,2088,,122291,4795216,18875354
Guatemala,127127,654,4311,25,115931,566458,18060245
Oman,125490,165,1461,7,117034,571472,5162944
Slovakia,121796,2564,1084,38,89769,1162048,5460815
Moldova,120970,1766,2481,21,103973,492499,4029794
Greece,119720,1675,3289,95,9989,2522718,10400371
Egypt,119281,421,6832,19,104074,1000000,103176715
Ethiopia,114266,568,1769,3,87244,1683558,116199234
Honduras,112175,468,2952,2,50344,277350,9973546
Tunisia,105445,1411,3717,49,81204,495913,11873009
Venezuela,105384,,928,,100476,2331439,28400102
Myanmar,103166,1427,2174,23,81715,1351918,54570759
Palestine,102992,1883,890,23,76893,748008,5152948
Denmark,97357,2558,904,3,74367,8145175,5801228
Bosnia and Herzegovina,97317,1296,3151,70,61322,452838,3271717
Paraguay,90075,725,1901,14,63891,485100,7171008
Slovenia,89661,2139,1900,38,67437,570798,2079065
Algeria,89421,598,2554,15,58146,,44196868
Kenya,89416,561,1552,7,70194,938936,54286616
Libya,88522,536,1261,6,58578,470005,6912270
Bahrain,88294,201,347,4,86518,2149366,1726984
Lithuania,80556,3128,704,31,33708,1357723,2705247
Malaysia,76265,959,393,5,65124,2851220,32547996
Kyrgyzstan,76012,322,1303,2,68367,533736,6571274
Ireland,74682,218,2102,5,23364,2063450,4962029
Uzbekistan,74352,146,611,,71609,1377915,33681756
Nigeria,70195,474,1184,2,65242,817913,208356517
North Macedonia,69452,502,2023,46,46352,354205,2083336
Singapore,58291,6,29,,58182,4834370,5870625
Ghana,52622,122,326,,51424,613831,31355452
Afghanistan,48540,174,1921,13,38150,164062,39309599
Albania,44436,752,951,15,23072,206724,2876401
El Salvador,40741,190,1174,6,37172,572266,6500668
Montenegro,39432,454,556,7,28461,148056,628101
Norway,39163,362,361,,34463,2421445,5439929
S. Korea,39153,686,556,4,30177,3253236,51288752
Luxembourg,38864,,369,,29792,1446528,630433
Sri Lanka,30072,694,144,2,21800,941468,21452954
Finland,28732,490,433,9,18100,2111412,5544535
Australia,27993,6,908,,25657,10265843,25629877
Uganda,24752,1859,219,12,9510,660758,46363589
Cameroon,23860,211,443,,23344,149000,26832555
Latvia,22816,712,293,5,1866,694411,1876862
Ivory Coast,21513,34,133,1,21176,227882,26661711
Sudan,20084,337,1307,6,11344,,44294125
Zambia,18062,99,364,,17295,461773,18606648
Madagascar,17473,,255,,16927,95472,27999629
Senegal,16665,69,341,1,15904,239789,16935090
Mozambique,16440,67,138,2,14684,241226,31634187
Estonia,16054,547,139,2,9860,524270,1326931
Angola,15729,75,358,3,8579,171247,33307109
Namibia,15472,174,155,2,14195,168805,2561001
French Polynesia,15332,79,90,4,4842,26355,281625
DRC,13750,93,350,6,12208,,90736308
Guinea,13286,61,79,,12548,82528,13287007
Cyprus,13283,,68,,2057,639047,1211236
Maldives,13248,26,47,,12591,261047,544704
Tajikistan,12551,40,88,,11968,,9630809
Botswana,12058,,36,,9400,455040,2372322
French Guiana,11513,87,71,,9995,87120,302037
Jamaica,11369,98,266,1,7390,122186,2966882
Cabo Verde,11118,,109,,10712,106093,558642
Zimbabwe,10912,95,304,1,9147,187667,14957728
Malta,10778,79,160,3,8720,453271,442064
Mauritania,9876,229,202,5,7925,106996,4702611
Haiti,9399,,233,,8148,34734,11463568
Gabon,9278,22,62,2,9155,322361,2248549
Cuba,8982,124,136,,8137,1197963,11323546
Syria,8580,95,465,7,4114,,17685216
Guadeloupe,8472,,151,,2242,78966,400154
R¨¦union,8345,51,41,,7729,48859,898130
Uruguay,8013,298,87,1,5564,484274,3479057
Belize,7806,,179,,4012,44349,400780
Bahamas,7579,6,163,,6032,45112,394898
Hong Kong,7180,104,113,1,5783,4382709,7523788
Andorra,7127,35,78,,6452,173151,77320
Trinidad and Tobago,6782,26,122,,6036,37942,1401494
Eswatini,6563,49,125,1,6175,63144,1165448
Rwanda,6237,41,53,2,5715,654322,13091533
Malawi,6051,,186,,5487,77323,19344222
Nicaragua,5887,,162,,4225,,6659174
Congo,5774,,94,,4988,,5577031
Guyana,5717,32,154,,4888,32782,788230
Djibouti,5700,3,61,,5599,94295,994296
Martinique,5520,,41,,98,65748,375136
Iceland,5516,10,28,,5302,402484,342220
Mayotte,5499,318,51,2,2964,27129,275673
Mali,5442,27,181,1,3454,108259,20502923
Suriname,5326,,117,,5217,22311,588947
Equatorial Guinea,5166,,85,,5036,71619,1422825
Aruba,4984,12,45,,4856,53920,106966
CAR,4927,,63,,1924,32711,4866464
Somalia,4579,,121,,3529,,16085031
Thailand,4151,25,60,,3880,977854,69877544
Gambia,3776,,123,,3631,26604,2446032
Burkina Faso,3469,,69,,2742,,21151339
South Sudan,3246,,62,,3003,62494,11251379
Togo,3181,,65,,2691,156333,8363026
Benin,3132,17,44,,2972,360194,12260793
Guinea-Bissau,3090,,44,,2337,33033,1988206
Sierra Leone,2444,6,74,,1847,,8047676
Lesotho,2428,14,44,,1283,27017,2149735
New Zealand,2164,3,25,,2008,1321598,
Yemen,2088,1,606,,1383,17404,30111765
Niger,2078,,79,,1239,47907,24582524
San Marino,1987,34,49,1,1492,19775,33963
Channel Islands,1834,38,48,,1088,199491,174569
Chad,1748,3,102,,1581,,16629594
Liberia,1729,,83,,1358,35957,5109326
Liechtenstein,1676,28,19,,1270,15735,38176
Vietnam,1432,4,35,,1225,1339465,97724280
Sint Maarten,1381,6,26,,1041,8306,43090
Gibraltar,1161,7,5,,1009,98775,33687
Sao Tome and Principe,1065,,17,,944,7498,220936
Mongolia,1005,5,,,384,345381,3301389
Saint Martin,893,,12,,675,7838,38954
Turks and Caicos,801,5,6,,740,9877,38947
Taiwan,761,2,7,,582,112939,23835877
Burundi,720,4,1,,630,67818,12043691
Papua New Guinea,716,,7,,601,32221,9020980
Monaco,684,7,3,,585,51953,39365
Eritrea,649,,,,517,22647,3567942
Comoros,648,,7,,605,,877666
Faeroe Islands,617,5,,,503,172978,48945
Mauritius,519,,10,,478,289552,1272703
Tanzania,515,,21,,183,,60469795
Bhutan,509,1,,,393,212537,775343
Isle of Man,433,,25,,344,19138,85232
Cambodia,370,4,,,307,242754,16820418
Bermuda,354,10,9,,228,115019,62176
Cayman Islands,330,,2,,265,54863,66061
Barbados,291,1,7,,264,50986,287531
Saint Lucia,290,,2,,169,16900,183998
Seychelles,270,,,,168,5200,98616
Caribbean Netherlands,184,3,3,,160,3873,26330
St. Barth,169,,1,,127,5315,9890
Brunei ,162,,3,,147,77829,439323
Antigua and Barbuda,152,,4,,138,5022,98286
St. Vincent Grenadines,146,3,,,80,11341,111096
Dominica,90,,,,72,5655,72065
British Virgin Islands,85,,1,,71,6431,30320
Macao,72,,,,46,4238,653217
Fiji,46,,2,,35,17576,899310
Grenada,44,,,,41,6252,112753
Laos,43,,,,28,83345,7321822
New Caledonia,41,,,,32,18012,286706
Timor-Leste,36,,,,30,14932,1329402
Vatican City,31,,,,15,,802
Saint Kitts and Nevis,27,,,,21,4325,53365
Greenland,25,,,,18,13742,56814
Falkland Islands,19,,,,17,4746,3524
Solomon Islands,17,,,,5,4500,694195
Saint Pierre Miquelon,17,,,,14,2882,5781
Montserrat,16,,1,,12,626,4993
Western Sahara,13,,1,,8,,603713
Anguilla,10,,,,3,2651,15062
Marshall Islands,10,,,,4,,59366
Wallis and Futuna,4,,,,1,1149,11150
Samoa,3,,,,2,,198996
Vanuatu,2,,,,1,,310264
China,1,15,4634,,81743,160000000,
,86661,,,,,,
